ID,Name,Platform,Year_of_Release,Genre,Publisher
14903,My Ballet Studio,Wii,2009,Simulation,505 Games
14904,Backyard NFL Football,Wii,2007,Sports,Atari
14905,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube
14906,Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing
14907,Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive
14908,River King: Wonderful Journey,PS2,2005,Sports,505 Games
14909,Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown
14910,RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari
14911,Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive
14912,Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei
14913,Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume
14914,Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios
14915,Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher
14916,World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games
14917,Metal Saga,PS2,2005,Role-Playing,Success
14918,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment
14919,CID The Dummy,Wii,2009,Platform,Oxygen Interactive
14920,Battlefield 2142,PC,2006,Shooter,Electronic Arts
14921,Imagine: Sweet 16,DS,2010,Simulation,Ubisoft
14922,Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher
14923,Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami Digital Entertainment
14924,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games
14925,Bookworm,GBA,2004,Puzzle,Unknown
14926,Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games
14927,Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software
14928,My DoItAll,DS,2009,Misc,Tomy Corporation
14929,Shakugan no Shana,PS2,2006,Adventure,Media Works
14930,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike
14931,Lost Planet 2,PC,2010,Shooter,Capcom
14932,Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D
14933,X3: Terran Conflict,PC,2008,Simulation,Deep Silver
14934,The King of Fighters: Maximum Impact - Maniax,XB,N/A,Fighting,Unknown
14935,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory
14936,HotBrain,PSP,2007,Puzzle,Midway Games
14937,Hankou Shashin,SAT,1996,Adventure,Imagineer
14938,Little Busters! Converted Edition,PSV,2012,Action,Prototype
14939,Open Season,PS2,2006,Platform,Ubisoft
14940,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games
14941,Marker Man Adventures,DS,2009,Platform,Majesco Entertainment
14942,Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom
14943,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids
14944,Moyashimon DS,DS,2009,Action,Takara Tomy
14945,Ocean Commander,Wii,2009,Simulation,Valcon Games
14946,Let's Play Ballerina,Wii,2010,Sports,Deep Silver
14947,Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari
14948,A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink
14949,Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard
14950,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games
14951,Pitball,PS,1996,Sports,Time Warner Interactive
14952,D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games
14953,Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,City Interactive
14954,Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment
14955,Ducati Moto,DS,2008,Racing,Vir2L Studios
14956,Drome Racers,GBA,2003,Racing,THQ
14957,SWAT 4,PC,2005,Shooter,Vivendi Games
14958,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory
14959,Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown
14960,X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision
14961,Battlefield 1942,PC,2002,Shooter,Electronic Arts
14962,Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company
14963,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation
14964,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega
14965,Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games
14966,Magicka Collection,PC,2011,Adventure,Unknown
14967,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive
14968,R-Type Delta,PS,1998,Shooter,Irem Software Engineering
14969,Petz: Catz Playground,DS,2010,Simulation,Ubisoft
14970,Senjou no Waltz,PSV,2014,Adventure,Idea Factory
14971,Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory
14972,Secrets of the Titanic,DS,2012,Action,Avanquest Software
14973,Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment
14974,Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment
14975,Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games
14976,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher
14977,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto
14978,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli
14979,Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade
14980,War Gods,PS,1996,Fighting,GT Interactive
14981,Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games
14982,BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube
14983,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games
14984,Evangelion: Jo,PS2,2009,Action,Namco Bandai Games
14985,Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,Shooter,Gearbox Software
14986, Beyblade Burst,3DS,2016,Role-Playing,FuRyu
14987,Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios
14988,Doki Oki,PS,1995,Adventure,Banpresto
14989,Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station
14990,Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive
14991,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft
14992,Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success
14993,Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment
14994,I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment
14995,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation
14996,Let's Dance with Mel B,PS3,2011,Sports,Black Bean Games
14997,Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U
14998,MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia
14999,Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari
15000,DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment
15001,ZooCube,GC,2002,Puzzle,Acclaim Entertainment
15002,GRID Autosport,PC,2014,Racing,Codemasters
15003,Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing
15004,Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.
15005,Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype
15006,Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory
15007,Room Zoom: Race for Impact,XB,2004,Racing,Jaleco
15008,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb
15009,Tube Slider,GC,N/A,Racing,Unknown
15010,America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive
15011,DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb
15012,Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,Broccoli
15013,Let's Play Garden,Wii,2010,Simulation,Deep Silver
15014,My Animal Centre,Wii,2009,Simulation,Deep Silver
15015,Blade Arcus from Shining EX,PS4,2015,Fighting,Sega
15016,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games
15017,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games
15018,Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts
15019,Petz: Dolphinz Encounter,DS,2009,Simulation,Ubisoft
15020,The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts
15021,The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games
15022,Monster High: New Ghoul in School,X360,2015,Action,Little Orbit
15023,Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D
15024,Assault Suit Leynos,PS4,2016,Shooter,Rising Star Games
15025,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,N/A,Adventure,N/A
15026,Serious Sam Advance,GBA,2004,Shooter,Global Star
15027,Pop'n Music 12 Iroha,PS2,2006,Simulation,Konami Digital Entertainment
15028,Foto Showdown,DS,2010,Role-Playing,Unknown
15029,Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory
15030,Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher
15031,BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment
15032,Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios
15033,Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games
15034,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,Konami Digital Entertainment
15035,Road Trip: The Arcade Edition,GC,2002,Racing,Zoo Digital Publishing
15036,Alien Breed Trilogy,X360,2011,Shooter,Mastertronic
15037,No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive
15038,Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,Sega
15039,Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment
15040,Cold War,XB,2005,Shooter,DreamCatcher Interactive
15041,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb
15042,Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom
15043,Reco Love: Blue Ocean,PSV,2016,Adventure,Kadokawa Games
15044,Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire
15045,NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment
15046,Kami Naru Kimi to,PSP,2011,Adventure,Idea Factory
15047,Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games
15048,Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,Marvelous Interactive
15049,Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix
15050,Omega Quintet,PS4,2014,Role-Playing,Compile Heart
15051,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom
15052,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games
15053,Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment
15054,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten
15055,Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix
15056,Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory
15057,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games
15058,Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu
15059,Atari Flashback Classics: Volume 2,PS4,2016,Misc,Atari
15060,Vantage Master Portable,PSP,2008,Role-Playing,Falcom Corporation
15061,Viva Pinata,PC,2007,Simulation,Microsoft Game Studios
15062,Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega
15063,Moto Racer DS,DS,2008,Racing,Nobilis
15064,Neverwinter Nights 2,PC,2006,Role-Playing,Atari
15065,O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games
15066,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher
15067,PopCap Hits! Vol 2,X360,2011,Misc,Mastertronic
15068,Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts
15069,Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games
15070,Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA
15071,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing
15072,Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive
15073,Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive
15074,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic
15075,Carnage Heart EXA,PSP,2010,Strategy,ArtDink
15076,Worms,PS3,2009,Strategy,Sony Computer Entertainment
15077,Capcom Digital Collection,X360,2012,Action,Capcom
15078,Colin McRae Rally 2.0,GBA,2002,Racing,Codemasters
15079,Bust-A-Move,3DO,1994,Puzzle,Micro Cabin
15080,Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive
15081,The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft
15082,Payout Poker & Casino,PSP,N/A,Misc,Unknown
15083,Sheep,PS,2000,Strategy,Empire Interactive
15084,Wii de Asobu: Metroid Prime,Wii,N/A,Shooter,Nintendo
15085,Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment
15086,Wangan Midnight Portable,PSP,2007,Racing,Genki
15087,Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Misc,Ubisoft
15088,Rugby League Live 3,PS4,2015,Action,Tru Blu Entertainment
15089,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games
15090,Tropico Reloaded,PC,2009,Strategy,Kalypso Media
15091,Canvas 2,PS2,2006,Adventure,Kadokawa Shoten
15092,Pony Luv,DS,2008,Simulation,GSP
15093,Memories Off: Sorekara Again,PS2,2006,Adventure,KID
15094,11eyes: CrossOver,X360,2009,Adventure,5pb
15095,ParaWorld,PC,2006,Strategy,Deep Silver
15096,Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive
15097,Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive
15098,Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive
15099,AirForce Delta Storm,GBA,2002,Shooter,Konami Digital Entertainment
15100,Winning Post 8 2015,PSV,2015,Action,Tecmo Koei
15101,Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment
15102,Xenosaga I·II,DS,2006,Role-Playing,Namco Bandai Games
15103,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008,Sports,Hudson Soft
15104,La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei
15105,Kuusen II,PS2,2004,Simulation,Kadokawa Shoten
15106,Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront
15107,Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment
15108,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010,Adventure,Prototype
15109,Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions
15110,Are You Alice?,PSP,2011,Adventure,Idea Factory
15111,Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive
15112,Dance Dance Revolution: Hottest Party 5,Wii,2011,Misc,Konami Digital Entertainment
15113,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment
15114,Kensei: Sacred Fist,PS,1997,Fighting,Konami Digital Entertainment
15115,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose
15116,Backyard NFL Football,DS,2007,Sports,Atari
15117,Urakata Hakuoki,PSP,2013,Adventure,Idea Factory
15118,Here They Lie,PS4,2016,Adventure,Sony Computer Entertainment
15119,George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment
15120,Gift: Prism,PS2,2006,Adventure,Sweets
15121,Rugby League Live 3,X360,2015,Action,Tru Blu Entertainment
15122,Legacy of Ys: Books I & II,DS,N/A,Role-Playing,Unknown
15123,Shanghai: True Valor,PS,1998,Puzzle,Activision
15124,Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest
15125,Pharaoh,PC,1998,Strategy,Vivendi Games
15126,Major Dream: Major DS Dream Baseball,DS,2008,Sports,Takara Tomy
15127,Steins;Gate: Senkei Kousoku no Phonogram,X360,2013,Adventure,5pb
15128,Escape the Emerald Star,PC,2011,Puzzle,PopCap Games
15129,Thunderbirds,GBA,2004,Shooter,Vivendi Games
15130,TV Total Events,Wii,2011,Misc,7G//AMES
15131,Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher
15132,Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube
15133,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist
15134,Inkheart,DS,2009,Adventure,DreamCatcher Interactive
15135,Lunatic Dawn Tempest,PS2,2001,Role-Playing,ArtDink
15136,Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten
15137,Total Immersion Racing,XB,2002,Racing,Empire Interactive
15138,Luxor: The Wrath of Set,PSP,2006,Puzzle,Mumbo Jumbo
15139,Board Game: Top Shop,PS,1999,Misc,Success
15140,Blade Arcus from Shining EX,PS3,2015,Fighting,Sega
15141,Bigfoot King of Crush,Wii,2011,Racing,Zoo Games
15142,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment
15143,Demigod,PC,2009,Strategy,Atari
15144,Cocoto Magic Circus,Wii,2008,Shooter,Neko Entertainment
15145,Rugby Challenge 3,X360,2016,Sports,Alternative Software
15146,Toukiden 2,PS3,2016,Action,Tecmo Koei
15147,Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive
15148,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007,Adventure,Marvelous Interactive
15149,Dunamis 15,PS3,2011,Adventure,5pb
15150,DemiKids: Dark Version,GBA,2002,Role-Playing,Atlus
15151,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom
15152,Mage Knight: Destiny's Soldier,DS,2006,Strategy,Namco Bandai Games
15153,Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia
15154,Blender Bros.,GBA,2002,Platform,Unknown
15155,Treasure Chase,DS,2011,Puzzle,Storm City Games
15156,Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega
15157,Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock
15158,Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,Media Works
15159,DemiKids: Light Version,GBA,2002,Role-Playing,Atlus
15160,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher
15161,Cities XL 2011,PC,2010,Simulation,Focus Home Interactive
15162,Farm Frenzy 3,DS,2011,Strategy,Unknown
15163,Bottom of the 9th '97,PS,1997,Sports,Konami Digital Entertainment
15164,Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,King Records
15165,Rapala for Kinect,X360,2011,Sports,Activision
15166,Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver
15167,Hyakka Hyakurou: Sengoku Ninpoujou,PSV,2016,Adventure,D3Publisher
15168,HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu
15169,QUIZ PARTY,Wii,2012,Misc,Nintendo
15170,SimCity Societies,PC,2007,Simulation,Electronic Arts
15171,Winx Club: Rockstars,DS,2010,Adventure,Namco Bandai Games
15172,World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision
15173,Star Trek Online,PC,2010,Role-Playing,Atari
15174,Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment
15175,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,Yuke's
15176,RayCrisis: Series Termination,PS,1999,Shooter,JVC
15177,Bomberman Story DS,DS,2007,Role-Playing,Rising Star Games
15178,Anima - Gate of Memories,PS4,2016,Action,Avanquest
15179,Ikki Tousen: Shining Dragon,PS2,2007,Role-Playing,Marvelous Interactive
15180,Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft
15181,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008,Adventure,Minato Station
15182,Toxic Grind,XB,2002,Sports,THQ
15183,Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media
15184,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011,Misc,Paon
15185,ScrapLand,XB,2005,Action,Deep Silver
15186,Enchanted Arms (JP sales),X360,2006,Role-Playing,Ubisoft
15187,Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus
15188,Geten no Hana,PSP,2013,Misc,Tecmo Koei
15189,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei
15190,Indianapolis 500 Evolution,X360,2009,Racing,Zushi Games
15191,Brothers in Arms: Hell's Highway,PC,2008,Shooter,Ubisoft
15192,D.Gray-man: Sousha no Shikaku,PS2,2008,Adventure,Konami Digital Entertainment
15193,Crazy Machines,Wii,2010,Puzzle,DTP Entertainment
15194,Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,ASCII Media Works
15195,DiRT,PC,2007,Racing,Codemasters
15196,School Days LxH,PS2,2008,Adventure,Interchannel
15197,IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft
15198,Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic
15199,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,Crave Entertainment
15200,Neo Angelique,PS2,2006,Adventure,Tecmo Koei
15201,Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software
15202,Namco Museum Battle Collection (JP sales),PSP,2005,Misc,Sony Computer Entertainment
15203,Ceville,PC,2009,Action,Kalypso Media
15204,Brandish: The Dark Revenant,PSP,2009,Role-Playing,Falcom Corporation
15205,Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software
15206,Chaos;Head Noah,PSP,2010,Adventure,5pb
